tweets_date,score,day
2020-09-13,0.04889809672636936,6
2020-09-14,0.2928660858478538,0
2020-09-15,0.1873570755007312,1
2020-09-16,0.023448304166487507,2
2020-09-17,0.02926805496120713,3
2020-09-18,0.2290062199906629,4
2020-09-19,-0.5628532043303858,5
2020-09-20,0.2259379401311692,6
2020-09-21,0.07109009033670957,0
2020-09-22,0.1896548828505222,1
2020-09-23,0.12578500561551378,2
2020-09-24,0.2747889588721938,3
2020-09-25,0.28505669276254547,4
2020-09-26,0.46438014710711234,5
2020-09-27,0.037514889999635155,6
2020-09-28,0.12114394989261316,0
2020-09-29,0.017708677344749197,1
2020-09-30,-0.02757721945188663,2
2020-10-01,0.28771904992813735,3
2020-10-02,0.2778674200106063,4
2020-10-03,-0.060395921587667656,5
2020-10-04,0.004785605999320473,6
2020-10-05,0.005724738733338878,0
2020-10-06,0.008568838741535943,1
2020-10-07,-0.0383412392756213,2
2020-10-08,0.696505212436792,3
2020-10-09,0.017583963117504604,4
2020-10-10,0.20352918309947676,5
2020-10-11,0.17309422150328416,6
2020-10-12,0.026044138693117894,0
2020-10-13,0.11937159140467032,1
2020-10-14,0.1518520068670566,2
2020-10-15,0.11360657576134933,3
2020-10-16,-0.25612292261531866,4
2020-10-17,0.06973822424430429,5
2020-10-18,0.15969655217767087,6
2020-10-19,0.12099062019255466,0
2020-10-20,0.12023685842785263,1
2020-10-21,0.5822313926573159,2
2020-10-22,0.06695152786602689,3
2020-10-23,0.04846434184838731,4
2020-10-24,0.33355089047858055,5
2020-10-25,0.06876040985819763,6
2020-10-26,-0.04494573456011836,0
2020-10-27,0.06330503033600592,1
2020-10-28,0.17394969379989025,2
2020-10-29,0.060587436844081945,3
2020-10-30,0.09096850042586857,4
2020-10-31,0.07738956777284045,5
2020-11-03,0.0,1
2020-11-05,0.75915,3
