Date,Open,High,Low,Close,Adj Close,Volume
2020-05-18,3.500000,3.690000,3.500000,3.610000,3.610000,27830200
2020-05-19,3.620000,3.750000,3.590000,3.690000,3.690000,21707400
2020-05-20,3.760000,3.820000,3.400000,3.480000,3.480000,52056900
2020-05-21,3.400000,3.440000,3.230000,3.330000,3.330000,41628400
2020-05-22,3.330000,3.340000,3.180000,3.270000,3.270000,22887300
2020-05-26,3.420000,3.830000,3.400000,3.820000,3.820000,59847900
2020-05-27,4.010000,4.200000,3.900000,4.170000,4.170000,70718900
2020-05-28,3.980000,4.120000,3.750000,3.830000,3.830000,62756900
2020-05-29,3.820000,4.000000,3.730000,3.980000,3.980000,50395400
2020-06-01,4.000000,4.330000,3.960000,4.260000,4.260000,69222000
2020-06-02,4.360000,4.730000,4.350000,4.700000,4.700000,82476600
2020-06-03,5.000000,5.700000,4.980000,5.600000,5.600000,199210000
2020-06-04,6.010000,6.200000,5.610000,5.970000,5.970000,173052600
2020-06-05,6.030000,6.080000,5.520000,5.590000,5.590000,90811800
2020-06-08,5.810000,6.080000,5.680000,5.970000,5.970000,85951600
2020-06-09,5.840000,6.830000,5.760000,6.680000,6.680000,136907900
2020-06-10,6.720000,6.950000,6.160000,6.300000,6.300000,100170700
2020-06-11,5.790000,6.090000,5.660000,5.910000,5.910000,126509700
2020-06-12,6.200000,6.320000,5.920000,6.100000,6.100000,59687700
2020-06-15,5.970000,6.990000,5.920000,6.830000,6.830000,113694400
2020-06-16,7.430000,7.440000,6.530000,6.990000,6.990000,130478600
2020-06-17,6.930000,6.980000,6.580000,6.840000,6.840000,58835800
2020-06-18,6.800000,7.360000,6.780000,7.180000,7.180000,78846400
2020-06-19,7.360000,7.630000,7.230000,7.340000,7.340000,84604200
2020-06-22,7.860000,7.900000,7.380000,7.430000,7.430000,112976000
2020-06-23,7.550000,7.690000,7.190000,7.230000,7.230000,79863500
2020-06-24,6.930000,7.080000,6.500000,6.860000,6.860000,103888600
2020-06-25,6.660000,7.150000,6.600000,7.080000,7.080000,46660300
2020-06-26,7.030000,7.180000,6.800000,6.900000,6.900000,33596800
2020-06-29,6.980000,7.250000,6.710000,7.230000,7.230000,46070400
2020-06-30,7.210000,7.750000,7.120000,7.720000,7.720000,84485500
2020-07-01,7.790000,7.990000,7.670000,7.910000,7.910000,64842600
2020-07-02,9.050000,9.400000,8.700000,9.380000,9.380000,221496700
2020-07-06,11.050000,12.300000,10.930000,11.510000,11.510000,329223800
2020-07-07,11.260000,13.770000,10.700000,13.220000,13.220000,444070500
2020-07-08,14.100000,15.280000,12.000000,12.880000,12.880000,570911400
2020-07-09,13.500000,14.630000,13.070000,14.570000,14.570000,316792000
2020-07-10,15.610000,15.730000,14.200000,14.980000,14.980000,318851300
2020-07-13,15.260000,16.440001,13.610000,13.840000,13.840000,313460300
2020-07-14,13.250000,14.130000,12.420000,14.090000,14.090000,196123200
2020-07-15,13.820000,13.950000,12.850000,13.520000,13.520000,114603700
2020-07-16,12.460000,13.160000,12.450000,12.940000,12.940000,134606300
2020-07-17,11.860000,12.070000,10.460000,11.090000,11.090000,289518000
2020-07-20,11.420000,12.840000,11.380000,12.820000,12.820000,155428100
2020-07-21,13.450000,13.580000,12.620000,12.880000,12.880000,128389100
2020-07-22,12.380000,12.830000,11.810000,12.380000,12.380000,112260500
2020-07-23,12.590000,12.630000,11.850000,12.150000,12.150000,95206300
2020-07-24,11.380000,11.900000,10.910000,11.820000,11.820000,93425300
2020-07-27,12.030000,12.090000,11.270000,11.690000,11.690000,64068500
2020-07-28,11.480000,12.640000,11.380000,12.270000,12.270000,90075800
2020-07-29,12.650000,13.000000,12.430000,12.700000,12.700000,69552600
2020-07-30,12.620000,12.950000,12.070000,12.200000,12.200000,64952900
2020-07-31,12.410000,12.590000,11.730000,11.940000,11.940000,61813800
2020-08-03,12.530000,13.670000,12.460000,13.600000,13.600000,122925300
2020-08-04,14.460000,14.530000,13.220000,13.640000,13.640000,125731400
2020-08-05,13.410000,14.080000,13.370000,13.920000,13.920000,60375000
2020-08-06,14.100000,14.310000,13.520000,13.840000,13.840000,49787700
2020-08-07,13.540000,13.730000,13.200000,13.420000,13.420000,57746000
2020-08-10,13.940000,14.420000,13.680000,14.210000,14.210000,84267300
2020-08-11,15.300000,15.450000,12.940000,12.990000,12.990000,181311500
2020-08-12,13.370000,13.450000,12.670000,13.360000,13.360000,77471400
2020-08-13,13.450000,13.640000,13.170000,13.360000,13.360000,50093500
2020-08-14,13.180000,13.180000,12.540000,13.100000,13.100000,63250700
2020-08-17,13.070000,14.050000,13.060000,14.050000,14.050000,78340500
2020-08-18,14.230000,14.690000,13.870000,14.300000,14.300000,69962400
2020-08-19,14.290000,14.410000,13.850000,14.060000,14.060000,41966800
2020-08-20,13.850000,14.050000,13.530000,13.780000,13.780000,50072800
2020-08-21,13.640000,14.580000,13.620000,14.120000,14.120000,70189900
2020-08-24,14.630000,14.980000,14.310000,14.970000,14.970000,98697700
2020-08-25,15.080000,17.870001,15.060000,17.840000,17.840000,299047800
2020-08-26,19.010000,20.969999,18.559999,20.440001,20.440001,364104600
2020-08-27,19.990000,20.469999,18.760000,19.879999,19.879999,199850300
2020-08-28,18.870001,19.440001,18.110001,18.500000,18.500000,155242300
2020-08-31,17.190001,19.830000,16.820000,19.030001,19.030001,226610900
2020-09-01,19.450001,20.379999,18.750000,20.120001,20.120001,137644800
2020-09-02,20.920000,21.049999,18.500000,19.900000,19.900000,153460600
2020-09-03,19.090000,19.840000,18.350000,18.700001,18.700001,128358400
2020-09-04,18.540001,19.180000,15.610000,17.980000,17.980000,163329800
2020-09-08,17.170000,17.860001,16.510000,17.030001,17.030001,89624600
2020-09-09,17.900000,18.629999,17.700001,18.090000,18.090000,90988400
2020-09-10,18.490000,18.719999,17.490000,17.740000,17.740000,79679800
2020-09-11,18.000000,18.100000,17.450001,17.969999,17.969999,55373500
2020-09-14,18.180000,18.780001,17.900000,18.730000,18.730000,68234900
2020-09-15,19.100000,20.250000,18.879999,19.190001,19.190001,111630500
2020-09-16,19.270000,19.540001,18.520000,19.010000,19.010000,57671000
2020-09-17,18.260000,19.330000,18.080000,19.299999,19.299999,55186600
2020-09-18,19.719999,19.879999,18.940001,19.410000,19.410000,54885500
2020-09-21,19.049999,19.270000,17.660000,18.809999,18.809999,75969500
2020-09-22,18.480000,19.450001,18.370001,19.230000,19.230000,61061100
2020-09-23,19.219999,19.360001,17.799999,17.959999,17.959999,70568100
2020-09-24,17.320000,18.389999,16.750000,17.850000,17.850000,71069500
2020-09-25,18.020000,18.620001,17.950001,18.320000,18.320000,44122100
2020-09-28,18.879999,19.160000,18.430000,18.809999,18.809999,42786200
2020-09-29,18.760000,21.120001,18.709999,20.850000,20.850000,163159200
2020-09-30,21.719999,22.590000,20.760000,21.219999,21.219999,183316600
2020-10-01,21.680000,21.959999,20.830000,21.760000,21.760000,79117100
2020-10-02,20.830000,22.200001,20.799999,21.180000,21.180000,92713600
2020-10-05,21.660000,21.920000,21.070000,21.590000,21.590000,60860100
2020-10-06,21.709999,21.940001,20.600000,20.670000,20.670000,73217100
2020-10-07,21.059999,21.770000,20.790001,21.559999,21.559999,59354300
2020-10-08,22.049999,22.450001,21.290001,21.440001,21.440001,77719600
2020-10-09,21.620001,21.740000,21.320000,21.469999,21.469999,37329000
2020-10-12,21.879999,22.180000,21.549999,21.850000,21.850000,45476800
2020-10-13,21.860001,21.969999,21.170000,21.620001,21.620001,42581500
2020-10-14,23.980000,26.959999,23.730000,26.500000,26.500000,387903300
2020-10-15,27.200001,29.230000,25.780001,28.070000,28.070000,385210600
2020-10-16,29.180000,29.400000,27.940001,28.480000,28.480000,186764700
2020-10-19,28.209999,28.559999,27.219999,27.629999,27.629999,115708700
2020-10-20,27.420000,28.299999,27.049999,27.959999,27.959999,105233400
2020-10-21,27.900000,28.430000,27.389999,27.860001,27.860001,65357900
2020-10-22,28.150000,28.280001,26.809999,27.379999,27.379999,72173300
2020-10-23,27.370001,27.420000,26.480000,27.160000,27.160000,51784000
2020-10-26,26.610001,27.350000,25.459999,26.010000,26.010000,72610300
2020-10-27,26.209999,28.459999,26.030001,28.440001,28.440001,104257700
2020-10-28,27.920000,28.100000,26.510000,27.510000,27.510000,89374900
2020-10-29,28.520000,32.200001,28.320000,31.990000,31.990000,214034700
2020-10-30,31.389999,31.590000,30.030001,30.580000,30.580000,136607400
2020-11-02,33.950001,34.939999,31.680000,33.320000,33.320000,265719900
2020-11-03,33.570000,35.869999,32.779999,35.500000,35.500000,217608100
2020-11-04,37.439999,39.750000,35.820000,37.709999,37.709999,338552600
2020-11-05,38.779999,42.490002,38.250000,42.349998,42.349998,301073311
